#Type 50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450	2500	2550	2600	2650	2700	2750	2800	2850	2900	2950	3000	3050	3100	3150	3200	3250	3300	3350	3400	3450	3500	3550	3600	3650	3700	3750	3800	3850	3900	3950	40000	0	0	0	0	0.56120044	0.55009913	0.52372205	0	0.511779	0	0.51329565	0.57702726	0.5790542	0.5888049	0.6119312	0.5533943	0.56785256	0	0.51558644	0	0	0.5183291	0.5610519	0.5196908	0	0.5810668	0	0	0	0.5322753	0	0	0.5145552	0	0.50244045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0.62857133	0.7105636	0.7065283	0.7081112	0.6125227	0.62420607	0.6151746	0.56405497	0.5181983	0	0	0.63756084	0.60090405	0	0.7329528	0	0	0.51120657	0	0.54239064	0.5300554	0.5022905	0.55625206	0	0	0	0	0	0.59621793	0	0	0	0	0	0.6707735	0	0	0.59466964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7196613	0	0	0	0	0	0.5138296	0	0	0.59812176	
1	0	0	0.51079655	0.5763779	0.6437969	0.6402172	0.66968375	0.6843042	0.5643818	0.7024063	0.7230792	0.71065545	0.5109091	0.73060244	0	0.6134475	0.52040815	0.6378098	0.6960774	0	0.5537919	0.5496027	0.55143464	0	0	0	0.5330202	0.61477613	0	0.5099691	0.5196821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5252809	0	0	0	0	0.5314225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0.5402877	0.6469941	0.5751718	0.592758	0	0	0	0.57714534	0	0	0.50716186	0	0.57586694	0	0	0.71676606	0.56161386	0	0.5443765	0	0	0	0	0	0	0	0	0.6833964	0	0	0.5731061	0	0.6681072	0	0	0.52053356	0	0	0	0	0.6099156	0.5202993	0.50558513	0	0	0.56216115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0.64632	0	0	0	0.72863674	0.6775019	0.61683184	0	0	0.6276547	0.65045935	0	0	0	0	0	0	0	0	0	0	0.6291958	0	0	0	0.6083304	0	0	0	0.5336997	0.56192315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5126384	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.5031171	0.6997336	0.576025	0.60662955	0.588129	0.5566383	0	0.5126103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5610289	0.50257427	0.56785184	0.54009974	0.5587153	0.6397922	0.5696145	0.56262577	0.54942983	0.65657014	0	0.6103063	0.6266062	0.6363557	0.6118439	0.60734993	0.6229667	0.6670526	0.6104083	0.64509356	0.6438093	0.6556085	0	0.66337955	0.70509136	0.7229706	0.66138214	0.6143632	0.6115352	0.6406297	0.661191	0.6958946	0.68522984	0.6532317	0	0.71748406	0.64763373	0.6534963	0.597741	0.6297181	0.7025883	0.6190935	0.69152987	0	0.6634074	0.69449234	0.68820596	0.6041353	0.5533377	0.6908169	0.56933105	0.69219255	0.5505094	0.6840934	0.6853111	0.6850441	0	0	0.7189008	0.7240011	0.57471675	0.57042193	0.66295266	
0	0	0	0	0	0	0	0	0	0.53261566	0.5039277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0.58772665	0.65284866	0.67725664	0.6766026	0	0	0.68217456	0.6792199	0.6876348	0	0	0.6083335	0.6385156	0	0	0	0.5255529	0.5843438	0	0	0	0.5669775	0.53309196	0.5093574	0	0	0	0.5059625	0.5903151	0	0	0.62423813	0.5717488	0	0	0	0	0.53575754	0	0	0	0	0	0	0	0	0.6068613	0.5192224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5040156	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0.5562478	0	0	0	0	0.5517067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5128559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55621934	0	0	0	0	0.56983525	0	0.672435	0.670224	0.63209635	0.6718099	0.62553865	0.6986318	0.58531564	0.7189437	0.65164447	0.52229446	0.6251309	0.71215993	0.5190104	0.6039912	0.5615939	0.61355686	0.63697594	0.62875664	0.5879728	0	0.6415558	0	0	0.5910498	0	0	0	0	0.5141965	0	0	0	0.530394	0.53186285	0	0.55816203	0	0	0	0.51223326	0.55802363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50081545	0	0	0	0	0	0.5188627	0	0	0.62602174	0	0.56801647	0.56130743	0.6824806	0	0.5342113	0.5954634	0.6031339	0.5568327	0.57613605	0.63668334	0.65632904	0.6567469	0	0.58808	0	0.5859188	0.59512043	0.6084019	0	0.56812793	0.6109136	0	0	0.6254674	0.55311286	0.519466	0.5397653	0	0.5323127	0.5057618	0.5181637	0.5625591	0.5506378	0.563628	0	0	0	0	0	0.56029046	0	0	0.56696165	0.55936325	0	0	0.51379824	0.5340473	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52762336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0.6333337	0.5001505	0.65700257	0	0	0.51308227	0	0	0	0	0	0	0	0	0	0.6100593	0.5162377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5299247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0.5024739	0.55168515	0.6566597	0.6060097	0.64102155	0.59469706	0.6213495	0.61290747	0.66797435	0.6440448	0	0	0.5885251	0.7119276	0.5813926	0	0.54474336	0	0	0	0.56196105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5206667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5009244	0	0	0	0	0.5679642	0	0	0	0	0.62228596	0.52301097	0	0	0	0	0	0	0	0	0.53604054	0	0.715241	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50259197	0	0	0	0.50788903	0.57869035	0.6201416	0.6208419	0	0.5080399	0.6289488	0.64640737	0	0.5492941	0.533199	0.6282128	0	0	0.5491581	0.5262357	0.50712687	0	0	0.549697	0.5443026	0	0	0	0	0.53489	0	0	0	0	0.5157984	0	0	0	0.542641	0.5344716	0	0.5380151	0	0.529988	0.52127844	0	0	0	0	0	0.52635276	0.52141386	0	0	0.5070161	0	0.5446685	0.5626489	0	0	0	0.5418933	0.52791643	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5074449	0	0	0.50915796	0.55743057	0.58110833	0.52415293	0.55042595	0.5144443	0.5118499	0.62640375	0.6548202	0	0.7380986	0	0.68898433	0.63171995	0.6841277	0.61228704	0	0.6734274	0.70137465	0.5191457	0	0	0.7449944	0.76397234	0.6443687	0.7559892	0.77196777	0.7009719	0.6940167	0.76478237	0.6147258	0.72155493	0.6977943	0.7609675	0	0	0.728892	0.738897	0.7081243	0.726114	0.5682658	0.66628486	0.7437837	0.7039438	0.69857013	0	0.63408613	0.6661886	0.6772207	0.7029258	0.7211247	0.69085765	0.69420356	0.73759776	0	0.6932614	0	0.7211781	0.71084493	0.67376465	0.70993257	0.62581664	0.69737166	0.66501373	
0	0	0	0.57671237	0.586174	0.595284	0.60605824	0.5353965	0.560208	0.62749606	0	0	0	0	0.54430014	0.55901885	0	0.5187962	0.52755135	0	0	0.5146617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0.5101494	0.552802	0.5843138	0.5641347	0.73035383	0.532266	0.6437679	0.585169	0.69906634	0.58755195	0.53127664	0	0.50675	0.5052536	0.5399415	0.6272306	0.5396456	0.600955	0.53651106	0	0.53111774	0.63098294	0.50448704	0.58042425	0.52609247	0	0.5554832	0.6239338	0	0.53372574	0.52602935	0	0.5909806	0	0.66304016	0.5268311	0	0	0.5128597	0	0.56930184	0.6017724	0	0.5545236	0	0	0.5764525	0.5622776	0.5211084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6381523	0	
0	0	0	0	0	0	0	0	0	0	0.51548696	0	0.5220181	0.51469815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0.5510229	0	0.5997417	0.63419497	0.63021314	0.69221854	0.7183096	0.73949856	0.7430842	0.59770435	0.72599983	0.58264273	0.62781614	0.61325943	0.6586218	0	0.6794295	0.6289973	0.5685625	0.5990761	0.5716482	0.6089616	0.6227007	0.655461	0.5328404	0.64494026	0.57279015	0.5829756	0.547258	0	0.51725596	0.72828346	0.63311183	0	0.6925248	0.5456035	0.53609264	0.53544134	0	0.6063082	0.7057257	0	0	0.52792066	0	0	0.6424734	0.7263613	0.51002187	0	0	0	0	0.6803365	0.6031602	0	0	0.62052053	0	0	0	0.67038226	0	0	0.69155216	0	0	0.7287551	0	0.54672486	0	0.7491331	0.67622715	0.556121	0	0	0	0	
1	0	0	0	0	0	0.6921381	0	0	0	0	0.6960656	0	0	0	0	0.55893344	0	0	0	0	0.6635069	0	0.521738	0	0	0	0	0	0	0	0.55238956	0	0	0	0.56532097	0.5153033	0	0.5432517	0	0.52800024	0.56412137	0.5485569	0	0	0	0.6434776	0	0	0	0	0	0	0.5253556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0.52083665	0.5600755	0.5298203	0.5095648	0	0.5192283	0.5689913	0.55085653	0.51889485	0	0	0	0	0	0	0	0	0	0.5378714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53596973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.5993028	0.72102433	0.67943686	0.6611429	0.619921	0	0	0.55202013	0.57574004	0.59259194	0.5913068	0	0.5058785	0.5057709	0	0	0.5276477	0	0	0	0	0	0	0	0	0	0	0	0	0.50839007	0	0	0	0	0	0	0.54345083	0	0	0	0	0	0	0	0	0	0.5076023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0.5743272	0	0.50690615	0.50198406	0	0.54537976	0.60145605	0.55999714	0.5435055	0	0.5132066	0.62386155	0.51332486	0	0	0.60202324	0	0	0	0.58780086	0	0	0	0	0.5856343	0	0	0	0	0	0	0.5029228	0	0	0.5956748	0	0	0	0	0.51190627	0	0.54621613	0	0	0	0	0	0.5617791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55314094	0	0	0	0.52977103	0	0	0	0	0	0	0	0.56281626	
1	0	0	0	0	0	0.5925654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51898736	0	0	0	0.50429696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5078415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5141415	0.5454275	0	0.5506344	0.56098	0.5643991	0.5377618	0	0.60075	0.59753036	0.5910708	0.5927466	0.6268242	0.615273	0.5796033	0.6082552	0.61547774	0.6323346	0.67262554	0.65154374	0.6134839	0.5954838	0	0.6293698	0.6326843	0.6374795	0.6131445	0.6796218	0.68033767	0.6398279	0.6320312	0.61902064	0.6555657	0.71464247	0.64061874	0.63213784	0.6415718	0	0.64875084	0.6573897	0.6667706	0.6432455	0.66417074	0.71617633	0.6951609	0.697177	0.6545175	0.70373	0.6812859	0.65916085	0.66185033	0.69892055	0.688974	0.63462573	0.6663355	0.6563065	0.6310565	0.7188853	0.70379984	0.64481974	0.65020365	0.62533104	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5064558	0	0	0	0	0.5801734	0	0	0	0.5203273	0	0	0.51253796	0	0.58533275	0.54175216	0	0	0.50348574	0.56673384	0	0.6097994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52472913	0.5392738	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5078282	0	0	0.5214769	0.5482226	0	0.5149303	0.6199857	0.5617861	0	0.50518763	0.52312654	0	0.50374234	0	0	0.5767043	0.51500666	0.62831455	0.5408046	0	0	0.53190714	0	0	0	0.62390906	0.53211594	0	0.6018093	0	0.57856977	0.5805135	0	0	0.58692396	0	0	0.50185364	0	0.5704415	0.59795225	0	0	0	0	0	0	0	0	0	0	0.5203302	0	
1	0	0	0	0	0	0	0	0.53847533	0	0.5879598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55557156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5133076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0.5218372	0	0	0.5107492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	0.65134007	0	0.6185317	0	0	0	0.5746487	0	0	0.6095359	0	0	0	0	0	0.5383295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5158931	0.5352828	0	0	0.52929664	0.55088377	0.55783063	0	0	0.5377736	0.5482204	0.54722834	0	0	0.6185046	0	0.5391585	0	0	0.5365516	0	0	0	0	0.5431375	0.5267683	0.5483465	0	0	0.51347435	0.5511649	0.5095408	0	0	0.525532	0.5859392	0.5053365	0.513956	0	0	0	0.5937605	0.5574729	0	0.5495538	0.5455154	0	0	0	0	0.56983703	0.5713882	0	0	0.52358216	0.5929753	0.56839776	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57601714	0	0	0	0	0	0	0	0	0	0	0	0	0.5838201	0	0	0	0.5051789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
